playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,14.07.2019 16:05:08,48958196,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,14.07.2019 19:35:06,49209873,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,14.07.2019 21:04:26,49317059,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,14.07.2019 22:38:56,49430472,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 03:04:30,49749040,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 03:37:55,49788993,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 04:50:45,49876411,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 13:57:43,50516422,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 14:14:25,50536438,
FA Rheinland,6130486,'LCDInfo-Demo',CV,[Public]   ,311,107,-3780,853 45,5363 3241,513,356,7996 0,1823378 2,642192,True,False,False,14.07.2019 15:51:42,48942081,'Ruby Demon',76561198349210764,15.07.2019 16:05:03,50669217,
